"name","text"
"GameDaySweetie","@SouthwestAir thank you someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response"
"jonovoss","@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?"
"MaryStinchfield","@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!"
"tcfitz3","@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful."
"GameDaySweetie","@SouthwestAir always when I fly SW. #loyalRRmember"
"JetBlueNews","@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw"
"TuraPeter","@united when is my plane coming?  Been delayed for almost 7 hours. No plane."
"jameypricephoto","@USAirways I believe you. But in all seriousness what's an acceptable time I should have this expense on my name that wasn't my fault...."
"alsonmusical","@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue"
"MoonSetGallery","@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site"
"cnichols9","@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems"
"CaliNigga62B","@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect."
"9ad16006a6014a6","@SouthwestAir can i have my bags back   ding!!"
"LedPinkCloudz","@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!"
"JaleenaPosty","@SouthwestAir Flight Cancelled Flightled out of BNA.... Do I have to reschedule now or can travel funds be put back into my account for future use?"
"RBrandtPhoto","@SouthwestAir I am following you now. I don't think I can DM until you follow me."
"RBrandtPhoto","@SouthwestAir or you could send me a DM."
"MsDMichelle","@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!"
"LedPinkCloudz","@SouthwestAir worst customer service Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment"
"RWMann","@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences."
"fshubert","@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?"
"tan_talize","@VirginAmerica mood lighting on point🙌 Reclining my seat kickin up my feet💤"
"sampleonephl","@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???"
"jholowka","@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it."
"deantak","@SouthwestAir followed."
"CinziannaP","@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!"
"JosephGruber","@SouthwestAir Already rebooked for tomorrow. Fingers crossed!"
"labeles","@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?"
"amyfame","@JetBlue Thank you!"
"BernhardtJH","@SouthwestAir @BernhardtJH I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund"
"rdahlstrom99","@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl"
"StarkTTT","@SouthwestAir yes. Thank you. Oct 25-oct 31"
"joycarmody","@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!"
"justinmcintosh","@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!"
"RobinDamato","@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight"
"TreyWheelerCEO","@USAirways — I had exceptional service on flight #403 from IND to PHX!!"
"_JoeChuck","@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you"
"bdhatch1","@SouthwestAir please send me a number to call to talk to a person and not be put on hold"
"jonw4570","@SouthwestAir no had to rebook my flight myself and am about to board in bham."
"dallendoug","@SouthwestAir there really should not be guidance to call via phone if you are that back logged. I could have done it online in 3 minutes."
"dallendoug","@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?"
"courtneymjay","@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!"
"caralageson","@SouthwestAir can someone help me set up a callback today?"
"dallendoug","@SouthwestAir the person I talked to couldn't do anything not normally available online other than the ""no charge"" part."
"fshubert","@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate."
"ewenmilligan","@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks"
"_katiewarren","@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated it was a nightmare."
"dallendoug","@SouthwestAir also they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???"
"dallendoug","@SouthwestAir not terribly inspired to call ""customer service"" in the future now."
"erickofiejones","@USAirways No I missed the funeral so I had to take a train back to Newark"
"mrshossruns","@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!"
"LedPinkCloudz","@SouthwestAir and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant."
"Perceptions","@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings"
"tamajared","@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT."
"ElaineLibrarian",".@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?"
"LedPinkCloudz","@SouthwestAir I will.make sure to tell everyone I know about this all around horrible experience. I will also post it on my business page."
"lauras_music","@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :)"
"Michael_Stirrat","@SouthwestAir Happily! But you need to follow me in order for me to DM you"
"rjewry","@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error."
"sahandmirza","@SouthwestAir Heard apology ~45 times in the &gt;60 mins I was on hold. Now flying from another airport at a different time but delayed AGAIN"
"LedPinkCloudz","@SouthwestAir in my 30 years of flying I have never been so pissed off.  To many incidents for just one flight."
"swampynomo","@united stay warm - I will be passing through Chicago next week"
"JetBlueNews","@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3"
"zachupton","@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!"
"Masterpeacefull","@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763"
"CaseyParksIt","@JetBlue if my flight says delayed with estimated departure listed can I arrive at airport Late Flightr?"
"maitlande","@SouthwestAir I absolutely will. Where can I send it?"
"zachupton","@USAirways please hold 3923! I can see it. Just can't get off my first plane quick enough"
"the22207","@VirginAmerica Can you give me Silver Status for 12 months?"
"Dazoulai","@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?"
"CaseyParksIt","@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers"
"themadhacker13","@USAirways customer service at its finest"
"nickj1399","@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!"
"Jack_Kairys","@USAirways then why did my whole team be able to put there carry ons under the plane"
"The_Chellers","@SouthwestAir I understand a delay but to be stuck on the plane longer than the flight is unacceptable"
"andtheretheygo","@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?"
"pbralick","@united doing a good thing holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time"
"rwcrampton","@SouthwestAir Hey SWAir- a very tortured boarding on flight 1971 due to one gate agent having to board assisted folks one at a time."
"BlessedEpiphany","@usairways and @AmericanAir  4 days of Cancelled Flightations I have driven to 3 airports in 3 different states spent more on gas than my flight."
"paigelarae","@SouthwestAir they put me on the next flight available.. tomorrow morning :( Any idea if BNA will be open in the morning for my flight?"
"BlessedEpiphany","@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done"
"KristinKlutz","@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?"
"JayVig","@JetBlue @roxydigital HAHA. you didn’t disappoint. Well done. #JVMChat"
"clarelanusse","@SouthwestAir super disappointed today. First time we've had to stress and now book a flight on another airline while at the airport"
"jadidheart","@JetBlue alittle more money to book our flights... we're 1/2 way there :)"
